ts_code,trade_date,open,high,low,close,pre_close,vol,amount,report_date,actual_publish_date,roe,pe,is_suspended,is_limit_up,is_limit_down
600519.SH,2023-02-12,56.328066632153515,56.79603737208433,52.9767406268943,55.68238958047483,54.615196522571445,7377203.333658469,410780310.0391485,2022-12-31,2023-02-19,0.17262751237311857,31.918875329923495,0,0,0
600519.SH,2023-02-13,55.65674685622421,59.38630935023516,54.41345029204282,55.52392886943145,57.65661101964579,5847385.722204708,324669828.9118232,2022-12-31,2023-02-21,0.089115939838639,40.03484271165989,0,0,0
600519.SH,2023-02-14,56.29697496096138,59.26566243114818,54.89962709285514,58.10359061877272,56.59755370397438,8965679.962112384,520938198.1375117,2022-12-31,2023-02-15,,48.341659875327935,0,0,0
600519.SH,2023-02-15,54.51918400562176,56.178267913763484,52.90574745276755,54.35088714788333,54.54200768326552,924515.6708330705,50248246.891897865,2022-12-31,2023-02-03,0.20123604990005037,23.14658181479664,0,0,0
600519.SH,2023-02-16,57.08458092366575,59.00276582357491,55.20873509459013,57.84584884664207,56.91622174700014,669831.7241647784,38746984.668721415,2022-12-31,2023-02-24,0.08454537454015391,14.682680657104235,0,0,0
600519.SH,2023-02-17,57.39501665530839,57.9968548858351,54.618397319669945,55.84781419130553,56.30762610275252,7091798.048849313,396061419.7143995,2022-12-31,2023-02-03,0.11019113637637336,19.32912289698111,0,0,0
600519.SH,2023-02-20,55.044331949304265,55.99622030234248,52.734304556574955,54.89091068859531,54.36526242945872,4868503.180844742,267236573.28689092,2022-12-31,2023-02-10,0.14288298116010098,14.447899292246053,0,0,0
600519.SH,2023-02-21,60.25813523408047,60.25813523408047,59.655553881739664,60.25813523408047,54.78012294007315,657402.4292501898,39613844.48497096,2022-12-31,2023-02-26,0.12773463971118143,37.241577083876365,0,1,0
600519.SH,2023-02-22,56.449889779063064,58.36633713137337,54.966356327604046,56.75974754293994,56.66634672948871,8040881.565364667,456398407.67277825,2022-12-31,2023-02-11,0.05779461337956267,11.726396478023045,0,0,0
600519.SH,2023-02-23,57.56856609509637,57.688671310201975,53.77612616916662,56.55752089235488,55.43930532903776,5278668.657284473,298548412.86818546,2022-12-31,2023-02-07,0.05513818343193472,39.48402823372077,0,0,0
600519.SH,2023-02-24,57.616256214670734,60.20520971193671,56.308178448153456,57.457324947095366,58.45165991450166,1779831.0485660988,102264330.90839182,2022-12-31,2023-02-02,0.08825758332053463,24.134089121042113,0,0,0
600519.SH,2023-02-26,55.40761463659576,59.59207545226486,54.59500659300769,58.42360338457339,56.28351195155432,9118179.12648904,532716880.8754915,2022-12-31,2023-02-27,0.18423424823028106,46.76706207342238,0,0,0
600519.SH,2023-02-27,53.10947547358408,53.806550460526196,50.6721882977771,51.94187337593177,52.23936937915165,4855663.810476911,252212274.79988608,2022-12-31,2023-02-13,0.041509148391449535,33.7652286140854,0,0,0
600519.SH,2023-02-28,56.19317530023992,58.17629972903144,54.787389065204366,56.41246943438301,56.481844397117904,2806730.0121139917,158334571.01894602,2022-12-31,2023-02-14,,37.668575886756486,0,0,0
600519.SH,2023-03-01,60.090528735831455,60.95305157193034,57.402388373565465,59.47388712546014,59.1777199727479,3840720.4378302856,228422573.79996625,2022-12-31,2023-02-19,0.03157049422290714,36.86802737623427,0,0,0
600519.SH,2023-03-02,58.003472328399766,58.783113128548926,55.358854111351896,57.37612354834062,57.07098361995041,5249618.661008734,301202768.8757116,2022-12-31,2023-02-10,0.20236994605651193,48.718950617592924,0,0,0
600519.SH,2023-03-03,57.852158835776244,58.94866253565177,53.324278293766895,57.792806407501736,54.973482777079276,9041195.4808986,522516060.1199524,2022-12-31,2023-02-26,0.18052892316116503,32.192624341689026,0,0,0
600519.SH,2023-03-04,58.83118195313777,60.51042638461297,56.985547177742305,58.46806236155959,58.74798678117764,7006654.527785287,409665513.87645406,2022-12-31,2023-02-27,0.12674046450406334,47.06350500645978,0,0,0
600519.SH,2023-03-06,55.83099188987945,57.512346680504756,52.92598904595118,54.00611127137875,55.83722978689782,2477441.625904111,133796988.11692291,2022-12-31,2023-02-17,0.21709876012564977,26.012019556411254,0,0,0
600519.SH,2023-03-07,54.649491422141786,56.514356332210625,52.66740168803538,55.40623169824571,54.296290400036476,9733792.457774032,539312760.2180645,2022-12-31,2023-02-27,0.08823406290463741,11.634744650659155,0,0,0
600519.SH,2023-03-08,55.25753818248541,57.20566930615277,53.592808743225994,54.686539533904075,55.53948476325512,2142703.812217346,117177056.73627086,2022-12-31,2023-01-31,0.039075517935670726,13.691623449149844,0,0,0
600519.SH,2023-03-09,52.756436395322694,56.010730447945235,52.74796945097755,53.99428145658077,54.37934994946139,8696180.95965231,469544042.33282554,2022-12-31,2023-02-06,0.04702104268916756,17.38084077425509,0,0,0
600519.SH,2023-03-10,55.17364167422961,57.37660353714471,53.2778051048708,54.36510724986817,55.70544032732496,7499962.28752419,407736254.13121915,2022-12-31,2023-02-12,0.12001094852035189,43.77762690534515,0,0,0
600519.SH,2023-03-12,54.374297325904195,57.0939054987446,53.76804692600219,55.78425558786116,55.430976212373395,5683254.41098648,317036116.6333091,2022-12-31,2023-02-15,0.07556150882722337,23.099894087116585,0,0,0
600519.SH,2023-03-13,60.88486463792127,62.80226808105705,58.66005477204077,61.570851059859855,60.47428327014513,5909727.068406703,363866925.1332913,2022-12-31,2023-02-06,-0.00037840106813868957,23.497873354876724,0,0,0
600519.SH,2023-03-14,60.759838134994546,61.1149597148036,55.7593369251942,56.89728257672878,59.33491234446951,174590.1950273399,9933707.661596747,2022-12-31,2023-02-19,0.09892625188126701,19.838309135380324,0,0,0
600519.SH,2023-03-15,55.11226073567167,58.23226494192035,54.840094168604594,56.09694857553724,56.53617955526247,5292662.756745521,296902230.49281466,2022-12-31,2023-02-06,0.13987421022391575,10.212000255904217,0,0,0
600519.SH,2023-03-16,57.87537313971885,59.54015521372371,55.95969587695379,58.3727011899252,57.690408120570915,4818532.892851478,281270780.7282452,2022-12-31,2023-02-11,0.14159090880526315,17.481749942300937,0,0,0
600519.SH,2023-03-17,55.80260662299087,57.652686137522416,52.90133856911496,53.9809577235867,55.973481686914965,2957442.4770785323,159645577.32511577,2022-12-31,2023-02-03,0.09010185156493423,33.75532390231595,0,0,0
600519.SH,2023-03-20,57.43345044102962,60.51626587430766,56.93648868354974,58.09845784035688,58.753656188648215,126837.90420186374,7369086.629831205,2022-12-31,2023-02-07,0.11304532169158368,28.863047542006335,0,0,0
600519.SH,2023-03-21,52.67002772063389,55.990299032015706,52.198748519183674,53.26402910120783,54.35951362331622,7335588.004516078,390722972.94701546,2022-12-31,2023-02-07,0.13340504758783564,38.86386203005109,0,0,0
600519.SH,2023-03-22,,,,,57.62158468100865,0.0,0.0,2022-12-31,2023-02-03,0.08407607446748304,42.58298880925528,1,0,0
600519.SH,2023-03-23,58.55343001098174,59.185742536603335,55.7380293791313,57.18008905518053,57.46188595786732,4447435.594845163,254304763.3804262,2022-12-31,2023-02-12,0.14738084688307046,34.964061767273506,0,0,0
600519.SH,2023-03-24,54.25712885004779,56.29589995658266,51.940877675810434,55.19205878096339,53.54729657300045,759529.212669088,41919980.951491155,2022-12-31,2023-02-06,0.026070687711007928,15.570882906535491,0,0,0
600519.SH,2023-03-27,59.87018497957291,62.61113332900628,58.96388284382144,60.25943375254937,60.78750808641386,7465068.296469502,449840788.46936053,2022-12-31,2023-02-28,0.057507781526760414,38.56256328894457,0,0,0
600519.SH,2023-03-28,61.72453194017615,63.74071811248134,60.02766657194844,61.86709710300426,61.88419234221489,6079182.933517874,376101400.85487664,2022-12-31,2023-02-13,0.07862960287752624,38.89010273572265,0,0,0
600519.SH,2023-03-29,56.251211594323614,59.32254970690517,54.62849605281074,55.743363319194636,57.59470845330599,1897817.396334114,105790724.63734052,2022-12-31,2023-02-08,0.11404821604590996,19.09403932119948,0,0,0
600519.SH,2023-03-30,54.04487827385502,57.10431387907631,53.701937052288486,54.79789495131478,55.441081435996416,2634553.765351256,144368000.47730893,2022-12-31,2023-02-06,0.10546973973024465,37.86603295507569,0,0,0
600519.SH,2023-03-31,60.816639351298164,63.90643769974221,58.540987250363465,62.65337029386492,60.351533247797384,7390797.932684756,463058399.6436293,2022-12-31,2023-02-06,0.16727100230774888,46.427447930228524,0,0,0
600519.SH,2023-04-01,57.09187133750607,59.477517098182396,56.0128073643077,57.2019081683471,57.74516223124505,2351216.646683415,134494078.70747373,2023-03-31,2023-05-14,0.09209960507105053,42.114137943920454,0,0,0
600519.SH,2023-04-02,57.71137384774037,59.99362499590832,56.498850724302,58.00756857508231,58.24623786010516,7401262.356286509,429329233.67446494,2023-03-31,2023-05-16,0.1314070006740335,11.313866809737533,0,0,0
600519.SH,2023-04-03,58.152848753654766,60.58272232774002,57.05363170670662,59.215757486999514,58.81817701722332,7826907.504706268,463476256.6718629,2023-03-31,2023-05-10,0.08655556547225848,13.413986723145754,0,0,0
600519.SH,2023-04-04,56.09331192001724,58.79955662799216,55.374339737041154,57.13139527192099,57.08694818251666,8990737.465463066,513653375.92543954,2023-03-31,2023-05-29,0.09879374564449984,11.461986713923796,0,0,0
600519.SH,2023-04-05,64.29022572760394,66.47604928976209,61.88021488774551,63.14307641606685,64.53985367938067,4463551.194688459,281842354.1732398,2023-03-31,2023-05-17,0.08217339550279618,23.37451245241929,0,0,0
600519.SH,2023-04-06,61.05886931401383,61.775890299970186,58.17729474851561,60.08291091907665,59.976592524242896,9791421.212598016,588297088.4876841,2023-03-31,2023-05-17,0.14757570314714769,26.319379814593788,0,0,0
600519.SH,2023-04-07,55.81148105911956,58.04560132179264,54.66430415741636,56.767457865520974,56.3549527396045,5737490.8258586535,325702768.71074426,2023-03-31,2023-05-18,0.08246592360606064,19.726887639978163,0,0,0
600519.SH,2023-04-10,60.8403592315728,61.2248149337996,57.516150120726,58.68994910278164,59.44156789689281,228719.04275628674,13423508.978203407,2023-03-31,2023-05-06,0.053132215888833954,43.92512381867534,0,0,0
600519.SH,2023-04-11,64.47912271422261,65.2477924618603,60.85269829416067,63.96842398221598,62.73474050944399,3694286.200731396,236317666.0000358,2023-03-31,2023-05-22,0.03597853237518585,32.08188723407921,0,0,0
600519.SH,2023-04-12,65.01428100303434,65.51787601488779,61.6891885504374,62.94815158207898,63.60958836396873,4925568.862670185,310055455.39533114,2023-03-31,2023-05-13,0.11995680571760355,17.28428555286333,0,0,0
600519.SH,2023-04-13,61.42939499234886,66.69966618006812,59.959989805705945,61.183663067046886,64.75695745637681,6486036.260916362,396839457.22855526,2023-03-31,2023-05-13,0.035577631012133765,20.892293060774758,0,0,0
600519.SH,2023-04-14,,,,,60.501634844508104,0.0,0.0,2023-03-31,2023-05-03,0.09256517879438898,29.898595759195622,1,0,0
600519.SH,2023-04-16,59.455866684367706,60.915761651570314,56.93678301612941,58.09875817972389,59.14151616657312,4993311.116368887,290105175.0660431,2023-03-31,2023-05-09,0.14222211755146844,26.750820995682925,0,0,0
600519.SH,2023-04-17,,,,,61.36722790763354,0.0,0.0,2023-03-31,2023-05-18,,40.839437021419144,1,0,0
600519.SH,2023-04-18,56.331255581900194,57.63937389646204,54.28174046560017,56.24650131866794,55.960557181031106,9498137.290871881,534236991.65591437,2023-03-31,2023-05-22,0.12161543655953852,47.47318957299032,0,0,0
600519.SH,2023-04-19,,,,,59.08328443963757,0.0,0.0,2023-03-31,2023-05-10,0.13501549397044957,48.20945250893916,1,0,0
600519.SH,2023-04-20,60.96216326823015,63.49864532546902,59.17907073656629,60.38680687404723,61.64917021890196,7078762.941920635,427463890.6809238,2023-03-31,2023-05-07,0.1353875967727738,41.976635158759166,0,0,0
600519.SH,2023-04-21,61.35564256601539,61.67131844165781,57.85357112210507,59.034256247045995,59.87506644821146,1454504.4460977179,85865588.18340038,2023-03-31,2023-05-09,0.08762406822242477,30.852026696542776,0,0,0
600519.SH,2023-04-22,65.47261293794712,65.86987256045096,61.75899408583175,64.57830643181467,63.66906606786779,6501982.699259917,419887031.1671644,2023-03-31,2023-05-26,0.1214809109566293,17.22301380509334,0,0,0
600519.SH,2023-04-24,63.459667559739344,63.56683663555601,59.863914113096435,62.29752383576668,61.71537537432622,9448238.242222996,588601847.1008894,2023-03-31,2023-05-17,0.08933638120171043,12.195304585858997,0,0,0
600519.SH,2023-04-25,63.14468281654731,66.03666476729792,59.453847050400825,60.66719086775594,64.11326676436691,4862512.650056455,294994983.0378527,2023-03-31,2023-05-02,0.16278780627867606,12.614253631957695,0,0,0
600519.SH,2023-04-26,61.705139875734496,62.19234346032293,57.91946183369416,60.97288574541464,59.71078539556099,6197045.563004815,377851751.0722213,2023-03-31,2023-05-29,0.0257219813481514,28.477714023023502,0,0,0
600519.SH,2023-04-27,54.652201794355136,55.19872381229869,54.652201794355136,54.652201794355136,60.72466866039459,621569.9761745629,33970167.767204724,2023-03-31,2023-05-16,0.0406832452389314,29.195024812156355,0,0,1
600519.SH,2023-04-28,63.23983808359072,65.4458446709042,61.63346536968647,63.97027846546318,63.53965502029533,7402064.785730026,473512145.5625488,2023-03-31,2023-05-29,,28.6924306615061,0,0,0
600519.SH,2023-04-29,61.0136346167129,64.94711416240868,60.82785315566132,63.67364133569478,62.70912696459931,1183729.22692324,75372350.23368965,2023-03-31,2023-05-24,0.1492161199238292,47.78928089165641,0,0,0
600519.SH,2023-05-01,62.070906291353495,64.30082657751865,59.72486164220251,63.04002605639083,61.572022311548984,2383631.136005811,150264168.9226308,2023-03-31,2023-05-01,0.18105542788938578,11.469277497064546,0,0,0
600519.SH,2023-05-02,63.71827829180702,65.96329612135187,61.23662933479432,64.6698981581881,63.13054570597353,2676310.34272012,173076717.3034157,2023-03-31,2023-05-02,0.05838222134478857,42.63332499962471,0,0,0
600519.SH,2023-05-03,61.722695664312184,66.43125331419971,61.24854617938963,65.12867971980363,63.14283111277281,8786862.540040765,572276756.1122552,2023-03-31,2023-05-02,0.1897938836547761,29.067073133214734,0,0,0
600519.SH,2023-05-04,61.2394060170279,64.02681361910777,60.297096320907315,61.95983081785852,62.16195497000754,150313.18419845705,9313379.462630004,2023-03-31,2023-05-26,0.05795456009760725,18.80732807799245,0,0,0
600519.SH,2023-05-05,61.2613277692916,64.2549471664269,56.91030395572529,58.07173873033193,62.3834438508999,8264341.562658977,479924684.00495523,2023-03-31,2023-05-23,0.05648883789282442,31.75115631989597,0,0,0
600519.SH,2023-05-08,64.25691100184903,66.85041283083252,62.95621402515296,65.01834515297939,64.90331342799274,2463031.309880073,160142219.82837754,2023-03-31,2023-05-20,0.16910794955187636,16.344204211722946,0,0,0
600519.SH,2023-05-09,57.68767779766135,58.264554575637966,57.68767779766135,57.68767779766135,64.09741977517928,8275585.830591151,477399328.98203397,2023-03-31,2023-05-09,0.11148139650818267,10.044804459204379,0,0,1
600519.SH,2023-05-10,61.17999291144651,64.71212902420817,60.71720557109611,63.443263749223696,62.59505728978981,3829284.0836693076,242942280.09093627,2023-03-31,2023-05-23,0.005372700734801811,15.137948723727654,0,0,0
600519.SH,2023-05-11,66.50558165204416,67.3339580691635,63.41159157969766,65.09644040001773,65.37277482443058,1820159.4055449113,118485898.26158601,2023-03-31,2023-05-03,,22.03854267787265,0,0,0
600519.SH,2023-05-12,60.674049930319626,64.24530800532446,60.502862878800705,62.62313177896538,62.37408544206259,8728214.380908525,546588119.3706952,2023-03-31,2023-05-14,0.07205390763642058,40.3305278371609,0,0,0
600519.SH,2023-05-13,,,,,63.954423750129045,0.0,0.0,2023-03-31,2023-05-18,0.13391497055960205,14.08774478774876,1,0,0
600519.SH,2023-05-15,62.27862099621386,65.20305916672879,61.40482271041449,63.92270386264193,63.30394093857164,1400217.7514528427,89505704.66933443,2023-03-31,2023-05-02,0.12889084454405697,16.04231567123601,0,0,0
600519.SH,2023-05-16,63.92254561189799,66.74441442659484,62.856390285239804,64.70426983955728,64.80040235591733,9841378.714802299,636779223.9558434,2023-03-31,2023-04-30,0.14710832525819145,18.014365741948506,0,0,0
600519.SH,2023-05-17,64.41978908633517,70.01195557156755,63.360586985237546,68.6391721289878,65.32019276828613,2116642.3678351147,145284579.82134274,2023-03-31,2023-05-28,0.01717931472624218,40.83687378576208,0,0,0
600519.SH,2023-05-18,66.4243263157372,66.74606412781223,62.68126231009496,65.43731777236493,64.61985805164429,6204838.113755306,406027963.3758874,2023-03-31,2023-05-13,0.028693723366535154,32.336506903327916,0,0,0
600519.SH,2023-05-19,64.99645707115756,67.52707582474999,63.06196027578622,66.20301551446077,65.01233018122291,9845078.93328875,651773913.361606,2023-03-31,2023-05-16,,12.897875511782356,0,0,0
600519.SH,2023-05-22,58.98868753632449,62.48434513505103,58.84448036990243,61.14624760500155,60.66441275247673,4857018.777852506,296988472.81271136,2023-03-31,2023-05-23,0.1239436081965918,14.111696179706627,0,0,0
600519.SH,2023-05-23,64.60498543673846,65.45988620269041,61.64668894816475,63.64557146357669,63.55328757542758,9418251.291900625,599429985.6605847,2023-03-31,2023-04-30,0.08764113087397016,11.328124351654662,0,0,0
600519.SH,2023-05-24,65.44072155866776,66.5348903302693,61.04795055888427,65.23028463751892,62.9360315040044,2081487.41802362,135776016.74709508,2023-03-31,2023-05-22,0.1320421430633505,48.061998974213076,0,0,0
600519.SH,2023-05-25,70.82615323377178,71.10719123012346,65.76929064455491,69.71293257855241,67.80339241706693,6290516.136118083,438530327.281496,2023-03-31,2023-05-19,0.10572666831077321,42.69191079849975,0,0,0
600519.SH,2023-05-26,64.64872596989349,68.3922996702576,64.40828221373773,65.94276423014159,66.40029094199767,2546322.01670045,167911512.40129644,2023-03-31,2023-05-12,0.11022746980453728,34.62968087768971,0,0,0
600519.SH,2023-05-29,64.04665420618008,67.92065947637,63.964116205901846,66.47025831177416,65.94238784113593,6567303.890449568,436530386.01010215,2023-03-31,2023-05-04,0.10190017390841002,17.981698037165806,0,0,0
600519.SH,2023-05-30,66.57942029798693,67.09426453303963,63.18586077383343,64.83732220929762,65.14006265343653,7298973.790686449,473245915.46395576,2023-03-31,2023-05-28,0.01657079630612053,35.150592728237804,0,0,0
600519.SH,2023-05-31,67.34279033744032,69.16247474973336,64.74513909946262,67.80634779385623,66.74756608192023,391005.0129894222,26512621.899902035,2023-03-31,2023-05-01,0.018352385972900828,33.69401314373449,0,0,0
600519.SH,2023-06-01,62.697169433587256,67.06244484645572,62.035829256375855,65.7474949475056,63.954463150902946,7186667.150352676,472505362.1572171,2023-03-31,2023-05-15,0.13885080478786446,35.301621329052246,0,0,0
600519.SH,2023-06-02,61.99645238563082,67.6311202751446,61.388458363489924,62.64128404437748,65.66128182052873,4109705.910895183,257437255.30324224,2023-03-31,2023-05-13,0.15743828501860518,16.54095490340091,0,0,0
600519.SH,2023-06-05,63.768886652120514,63.88118961571712,60.15995526917048,61.47144080391738,62.0205724424438,4592516.459698029,282308603.6933436,2023-03-31,2023-05-10,0.1173251940865358,27.6809749513143,0,0,0
600519.SH,2023-06-06,64.01977365379024,66.3499153769104,60.695818420193675,61.93450859203436,64.41739356981593,9490975.213029195,587818885.8781418,2023-03-31,2023-05-24,0.14235395049925173,28.985235029992555,0,0,0
600519.SH,2023-06-07,66.55825753499929,70.18935188466698,66.10065177488055,67.76569521681643,68.14500182977376,2770521.154018197,187746292.11493966,2023-03-31,2023-05-01,0.11898630934700619,19.245236497105864,0,0,0
600519.SH,2023-06-08,64.52511700945793,68.08130515631056,64.11540388506917,65.49992626533401,66.09835452068987,5888239.934381628,385679281.53459185,2023-03-31,2023-05-11,0.14581638373512407,28.189594225354362,0,0,0
600519.SH,2023-06-09,65.57802703846369,69.46426164165425,64.59518764324211,68.10221729573945,66.59297695179599,6766981.089916681,460846416.6216656,2023-03-31,2023-05-17,0.04800470364372346,39.23317899483506,0,0,0
600519.SH,2023-06-10,60.84934681460571,61.45784028275177,60.84934681460571,60.84934681460571,67.6103853495619,2517058.1751815053,153161345.85415798,2023-03-31,2023-05-25,0.039051373873193684,32.82438986555319,0,0,1
600519.SH,2023-06-11,66.0716819591144,68.4899859397551,64.5002780209344,67.12580962772117,66.49513198034475,6547206.4727107715,439486535.28056705,2023-03-31,2023-05-25,0.11712138826106375,22.72446214472478,0,0,0
600519.SH,2023-06-12,62.47627563793991,65.89605182485823,62.05744686418687,63.67354249853422,63.97674934452255,6540065.313137986,416429126.659281,2023-03-31,2023-05-05,0.0746160108767169,36.70373542254339,0,0,0
600519.SH,2023-06-13,65.99582301086474,69.84455897832082,65.46995613550872,68.47505782188315,67.49480013969972,5490442.0698124105,375958338.1981046,2023-03-31,2023-05-24,0.16690576082238406,32.537557093938354,0,0,0
600519.SH,2023-06-14,65.37545789172871,71.65993019312758,65.28191112217286,66.61419502262537,69.57274776031804,5911910.906241395,393817186.06475013,2023-03-31,2023-05-07,0.1884149154198386,34.779613840384584,0,0,0
600519.SH,2023-06-15,60.06215328768837,63.86186280020477,59.96215676901073,61.18587425409259,62.001808543888124,3478353.493498948,212826099.4645103,2023-03-31,2023-05-11,0.01846633162923679,29.067819001646367,0,0,0
